Chapter,Title,Question,Answer
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,အသံကြည်လင်ပီသမှုရှိအောင် မေးရိုးအနေအထားနှင့် နှုတ်ခမ်းအနေအထားတို့ကို ဘယ်လိုထားရသလဲ။,မေးရိုးများကို လွတ်လွတ်လပ်လပ်ရှိပြီး ပွင့်နေသောအနေအထားတွင် ထားရှိပါ။ နှုတ်ခမ်းများကိုသဘာဝကျကျ လှုပ်ရှားစေခြင်း။
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,အကြောင်းအရာနဲ့ ရည်ရွယ်ချက်ကိုလိုက်ပြီး ဟန်တစ်မျိုးမျိုး ဘယ်လိုထည့်ရသလဲ။,သဘာဝကျကျပြောဆိုနိုင်ရန် ဟန်တစ်မျိုးစီ ခွဲခြားပြောဆိုတတ်ရန်။
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,အကောင်းဆုံးစကားပြောနှုန်းကိုရအောင် ဘယ်လိုချိန်ကိုက်ယူရသလဲ။,အလေးပေးစရာရှိရင် အလေးပေးနိုင်ရန် စကားကို အမျိုးမျိုးခွဲခြား ပြောဆိုချင်လာအောင် စကားပြောသည့် နှုန်းကို ချိန်ကိုက်ထားရန်ဖြစ်သည်။
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,စကားပြောကောင်းသူတစ်ဦးဖြစ်လာဖို့ အရေးပါလှတဲ့ သဘောတရားက ဘာလဲ။,သူတစ်ပါးစကားပြောသည်ကို နားစိုက်ထောင်တတ်ဖို့။
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,လူအများဟာ နားထောင်ချင်သူ များလား၊ ပြောဆိုချင်သူ များလား။,ပြောဆိုချင်သူ များသည်။
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,သူတစ်ပါးစကားပြောဆိုတာကို ဂရုစိုက်နားထောင်ခြင်းကြောင့် ဘယ်လိုအကျိုးရှိသလဲ။,သူတစ်ပါးစကားပြောဆိုတာကို ဂရုစိုက်နားထောင်ခြင်းကြောင့် ထိုလူအား အကောင်းဆုံးချီးကျူးခြင်းခံရသည်။
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,ထိထိရောက်ရောက် စကားပြောဆိုရာမှာ အရေးပါတဲ့ ယဉ်ကျေးချေငံမှုဆိုင်ရာ နည်းပရိယာယ် သဘောတရားနှစ်ခုက ဘာလဲ။,အပေါင်းလက္ခဏာသဘောဆောင်သော စကားသုံးနှုန်းပုံ။ အနုတ်လက္ခဏာသဘောဆောင်သော စကားသုံးနှုန်းပုံ။
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,အပေါင်းလက္ခဏာသဘောဆောင်တဲ့ စကားသုံးနှုန်းပုံဆိုတာ ဘာလဲ။,စကားဖြင့် ပြောဆိုဆက်သွယ်သူ ၂ ဦးတို့ တစ်ဦးနှင့်တစ်ဦး သဟဇာတဖြစ်မှု၊ အတူတူ ပူပေါင်းလုပ်ဆောင်မှု တို့ကို ဖော်ညွှန်းသည့်စကားမျိုးဖြစ်သည့် ပုဂ္ဂလဆိုင်ရာ အချက်အလက်များကို အသုံးပြုခြင်း၊ ငယ်နာမည်ပြောင်များကို ခေါ်ဝေါ်ပြောဆိုခြင်း၊ တစ်ခါတစ်ရံ ဆဲသံတိုင်းသံကလေးများ ထည့်ပြောခြင်း၊ အချင်းချင်း နားလည်သော ဗန်းစကားများ၊ ဒေသိယစကားများ ထည့်ပြောခြင်းတို့ ဖြစ်သည်။
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,အနုတ်လက္ခဏာဆောင်တဲ့ စကားသုံးနှုန်းပုံဆိုတာ ဘာလဲ။,တစ်ဦး၏ကိုယ်ပိုင်လွတ်လပ်ခွင့်ကို ထိပါးမည်စိုး၍ ငဲ့ကွက်ထောက်ထားမှုကိုပြသော စကားသုံးနှုန်းပုံ၊ ပြောသူကိုရော၊ နာသူကိုပါ တိုက်ရိုက်ပတ်သက်ခြင်းမရှိသော ပုဂ္ဂလသဘောဆောင်သည့် နာသူ၏ဆန္ဒကို လေးစားလိုက်လျောသည့် စကားမျိုးဖြစ်သည်။
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,ပေါင်းဖွဲ့စည်းလုံးမှု နည်းပရိယာယ်ဆိုတာ ဘာလဲ။,ပြောသူနှင့်နာသူတို့ သဟဇာတဖြစ်မှု၊ ပူးပေါင်းလုပ်ဆောင်မှုတို့ကို ဖော်ညွှန်းသည့်စကားမျိုးကို ပေါင်းဖွဲ့ စည်းလုံးမှုနည်းပရိယာယ်ဟု မှတ်ယူနိုင်သည်။ "တို့တာဝန်” "တို့အရေး” - "တို့”သည် ပေါင်းဖွဲ့စည်းလုံးမှုနည်းပရိယာယ်ပြ သော့ချက်စကားလုံးဖြစ်သည်။
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,ပေါင်းဖွဲ့စည်းလုံးမှု နည်းပရိယာယ်ကိုသုံးရင် ဘယ်လိုအခြေအနေမျိုးတွေမှာ သုံးရသလဲ။,လူစုလူဝေးဖြင့်ဖြစ်စေ၊ တစ်ဦးချင်းဖြစ်စေ အသုံးပြုသည်။ ပြောသူပါ အတူပူးပေါင်းပါဝင်ကြောင်း အတူတူစုပေါင်းလုပ်ဆောင်ရန် စည်းရုံးညှိနှိုင်းစဉ် သုံးရသည်။
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,လေးစားလိုက်လျောမှုနည်းပရိယာယ် ပါဝင်တဲ့ စကားနဲ့ လေးစားလိုက်လျောမှုနည်းပရိယာယ် မပါဝင်တဲ့ စကားတွေကို ဘယ်လိုခွဲခြားနိုင်သလဲ။,ပြောသူက နာသူ၏အခွင့်အရေး၊ လွတ်လပ်ခွင့်တို့ကို ထိပါးမည်စိုး၍ ငဲ့ကွက်ပြောဆိုသည့် စကားမျိုးပါခြင်း၊ မပါခြင်းကို ခွဲခြားနိုင်သည်။
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,လေးစားလိုက်နာမှုနည်းပရိယာယ်ကိုသုံးရင် ဘယ်လိုစကားမျိုးထည့်သုံးရသလဲ။,""အားနာပါတယ်”
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,အကြိုလမ်းခင်းစကား နည်းပရိယာယ်ပါဝင်တဲ့စကားနဲ့ အကြိုလမ်းခင်းစကား နည်းပရိယာယ်မပါဝင်တဲ့စကားတွေကို ဘယ်လိုခွဲခြားနိုင်သလဲ။,""အားနာပါတယ်””၊ ""နည်းနည်းများ အချိန်ရပါသလား”၊ "ခဏလေးပါ” စသည့် စကားများပါခြင်း မပါခြင်းဖြင့် ခွဲခြားနိုင်သည်။
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,လိမ္မာပါးနပ်မှုလမ်းညွှန်ဆိုတာ ဘာလဲ။ ဘယ်သူ့ကို အခြေပြုသလဲ။,ပြောသူက မိမိစကားကြောင့် နာသူဝန်ပိုမသွားအောင် ဝန်လေးမသွားအောင် လိမ္မာပါးနပ်စွာ ပြောခြင်း၊ နာသူအကျိုးကို အလေးထားသည့် သဘောပေါ်အောင် လိမ္မာပါးနပ်စွာပြောခြင်းကို လိမ္မာပါးနပ်မှုလမ်းညွှန်ဟူ၍ ခေါ်ဆိုသည်။ တစ်ဖက်လူကို အခြေပြုသည်။
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,လိမ္မာပါးနပ်မှုလမ်းညွှန်၏ သွင်ပြင်သုံးရပ်က ဘာတွေလဲ။,"ပထမသွင်ပြင်မှာ နာသူဝန်မလေးအောင် "ဖော့”သုံးသည့် စကားမျိုးထည့်ပြောခြင်း၊
ဒုတိယသွင်ပြင်မှာ နာသူကို ရွေးချယ်ခွင့်ပေးခြင်း၊
တတိယသွင်ပြင်မှာ နာသူအကျိုးရှိမည့်ကိစ္စကို တိုက်ရိုက်ပြောခြင်း၊ "
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,လိမ္မာပါးနပ်မှုလမ်းညွှန်ကိုသုံးပြီး အပြောစကားတစ်ခွန်း ရေးပြပါ။," ရော့... မင်းစားဖို့ ခေါက်ဆွဲကြော်ဝယ်လာတယ်။ စား။”
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,ရက်ရောမှုလမ်းညွှန်ဆိုတာ ဘာလဲ။ ဘယ်သူ့ကို အခြေပြုသလဲ။,"- မိမိကို အကျိုးရှိစေမည့်အဖြစ်မျိုး နည်းနိုင်သမျှနည်းအောင် အစွမ်းကုန်လျှော့ချပြောရကြောင်း။
- မိမိအတွက် ဝန်ပိုစေမည့်အဖြစ်မျိုး များနိုင်သမျှများအောင် မြှင့်ပြောရကြောင်း
- ရက်ရောမှုလမ်းညွှန်က မိမိကိုယ်ကို အခြေပြုသည်။"
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,အသိအမှတ်ပြုလမ်းညွှန်ရဲ့ သွင်ပြင်နှစ်ရပ်က ဘာလဲ။,"- တစ်ဖက်လူ၏ အားနည်းချက် ပျော့ကွက်ကို ဖော်ထုတ်သည့်အဖြစ်မျိုး နည်းနိုင်သမျှနည်းအောင် အစွမ်းကုန် လျော့ချပြောခြင်း
- တစ်ဖက်လူ၏ အားသာချက်ကောင်းကွက်ကို ဖော်ထုတ်သည့်အဖြစ်မျိုး များနိုင်သမျှများအောင် အစွမ်းကုန်မြှင့်ပြောခြင်း"
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,သဘောတူညီမှုလမ်းညွှန်ဆိုတာ ဘာလဲ။ ဘာကို အခြေပြုသလဲ။,"-မိမိနှင့်တစ်ဖက်လူတို့ သဘောတူညီမှုမရှိသည့်အဖြစ်မျိုး နည်းနိုင်သမျှနည်းအောင် အစွမ်းကုန်လျော့ချပြောဆိုပါ။
 - မိမိနှင့်တစ်ဖက်လူတို့ သဘောတူညီမှုမရှိသည့် အဖြစ်မျိုး များနိုင်သမျှ များအောင် အစွမ်းကုန် မြှင့်ပြောပါ။
- အတန်အသင့်လိုက်လျောခြင်းကို အခြေပြုသည်။"
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,စာနာမှုလမ်းညွှန်ရဲ့ သွင်ပြင်နှစ်ရပ်က ဘာတွေလဲ။,"- ပထမသွင်ပြင်လက္ခဏာရပ်မှာ မိမိနှင့် တစ်ဖက်လူတို့ကြားတွင် မလိုလားမှု ပွားများစေနိုင်သည့် အဖြစ်မျိုး နည်းနိုင်သမျှနည်းအောင် အစွမ်းကုန် လျော့ချပြောရခြင်း။
- ဒုတိယသွင်ပြင်လက္ခဏာရပ်မှာ မိမိနှင့်တစ်ဖက်လူတို့ကြားတွင် စာနာနားလည်မှု ပွားများစေနိုင်သည့် အဖြစ်မျိုးများနိုင်သမျှ များအောင် အစွမ်းကုန် မြှင့်ပြောရခြင်း။"
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,စာနာမှုလမ်းညွှန်က ဘာကို အခြေပြုသလဲ။,"နာသူအတွက် အကျိုးရှိမှုနှင့် ဝန်ပိုမှုကို အခြေပြုသည်။
- နာသူအကျိုးရှိလျှင် ယဉ်ကျေးချေငံမှုပိုရှိလေ ဖြစ်သည်။
- နာသူအတွက် ဝန်ပိုမှုဖြစ်လျှင် ယဉ်ကျေးချင်မှုလျော့လေ ဖြစ်သည်။"
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,စာနာမှုလမ်းညွှန်အသုံးပြုပြီး စကားတစ်ခွန်းပြောပါ။,"ခင်ဗျား ဂုဏ်ထူးဆောင်ဘွဲ့ချီးမြှင့်ခြင်းခံရသည့်အတွက် ဝမ်းသာပါတယ်။”
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,"သဘောတူညီချက်လမ်းညွှန်ကိုသုံးပြီး စကားတစ်ခွန်းပြောပါ။","""ဒီဆိုင်က မုန့်ဟင်းခါးက သိပ်ကောင်းတာပဲနော်”
"အင်း ကောင်းပါတယ်။ ဒါပေမဲ့ ငါးနည်းသလိုပဲ”"
1,အပြောသင်ခန်းဆိုင်ရာလေ့ကျင့်ခန်းများ,အသိအမှတ်ပြုလမ်းညွှန်ကိုသုံးပြီး စကားတစ်ခွန်း ပြောပါ။,"မေမေက ဟင်းချက်သိပ်ကောင်းတာပဲ။ မေမေချက်တဲ့နေ့ဆို ထမင်းမလောက်ဘူး။”
2.1,ညောင်ရမ်းကြီးသမီး,ညောင်ရမ်းကြီးသမီးကား မည်သူနည်း။,နရပတိစည်သူမင်း၏သားတော် ကကံသူ၏ဇနီး၊ ညောင်ရမ်းကြီး၏သမီး။
2.1,ညောင်ရမ်းကြီးသမီး,ပုဂံခေတ်၌ သက္ကရာဇ်အခိုင်အမာနှင့် အစောဆုံးကျောက်စာကား အဘယ်နည်း။,ပုဂံခေတ်၌ သက္ကရာဇ် ၄၇၄ ခုနှစ် ရေးထိုးသော ရာဇကုမာရ်ကျောက်စာ ဖြစ်သည်။
2.1,ညောင်ရမ်းကြီးသမီး,ကျောက်စာစကားပြေဆိုတာ ဘယ်လိုစကားပြေမျိုးလဲ။,ကျောက်စာစကားပြေဆိုသည်မှာ ကျောက်သားမျက်နှာထက်တွင် ထွင်းထုရေးသားထားပြီး ကဗျာကဲ့သို့ ကာရန်ကိုလုံးဝမသုံးဘဲဖြစ်စေ၊ သုံးလျှင်လည်း ကဗျာကဲ့သို့ စနစ်တကျမသုံးဘဲဖြစ်စေ ပြေပြေပြစ်ပြစ် ရေးသားထားသောစာမျိုး ဖြစ်သည်။
2.1,ညောင်ရမ်းကြီးသမီး,ကျောက်စာပါအလှူရှင်က ဘာကြောင့် အလှူပြုသလဲ။,မိမိ၏ခင်ပွန်း ကက်သူပျံတော်မူ၍ အတည်မရှိသောတရားကိုသိ၍ သံဝေဂရကာ အလှူပြုခြင်းဖြစ်သည်။
2.1,ညောင်ရမ်းကြီးသမီး,အလှူမှတ်တမ်းတင်ကျောက်စာ၏ အင်္ဂါရပ်များကို ဖော်ပြပါ။,အလှူမှတ်တမ်းတင်ကျောက်စာတစ်ချပ်တွင် အလှူပြုသောအချိန်၊ အလှူရှင်၊ အလှူပြုရခြင်း၏ ရည်ရွယ်ချက်၊ အလှူအကြောင်းအရာ၊ အလှူပစ္စည်း၊ အလှူခံပုဂ္ဂိုလ်၊ ဆုတောင်းအမျှဝေ၊ ကျိန်စာတို့ဖြစ်သည်။ ညောင်ရမ်းကြီးသမီးကျောက်စာသည် ကြောင်းရေ ၁ မှ ၁၃ အထိသာ ထုတ်နုတ်တင်ပြထားသည့်အတွက် ဆုတောင်း၊ အမျှဝေ၊ ကျိန်စာတို့မပါကြောင်း၊ မူရင်းကျောက်စာအတွင် အပြည့်အစုံပါသည်။
2.1,ညောင်ရမ်းကြီးသမီး,ကျောက်စာပါ အကြောင်းအရာအရ ပုဂံခေတ်မှာ ဘယ်လိုအလုပ်အကိုင်တွေ လုပ်ကိုင်နေကြလဲ။,လယ်အလုပ်၊ ဥယျာဉ်ခြံအလုပ်၊ ရွှေထည်ငွေထည် ပန်းထိမ်အလုပ်၊ ဘုရားတည်၊ ကျောင်းဆောက် ပန်းရံ လက်သမားအလုပ်၊ ပန်းချီပန်းပုအလုပ်၊ ပန်းတော့၊ ပန်းတမော့၊ ပန်းတဉ်းအလုပ်၊ ကြေးနီ၊ ကြေးဖြူ၊  ခုံလောက် (ခနောက်စိမ်း) ပတ္တမြား၊ သလွဲ (ခဲမဖြူ) စသည့် သတ္ထုတူးဖော်သည့်အလုပ်။
2.1,ညောင်ရမ်းကြီးသမီး,ပုဂံခေတ် အလှူရှင်တွေဟာ မိမိတို့အလှူကို ဘာကြောင့် ကျောက်စာနဲ့မှတ်တမ်းတင်ကြသလဲ။,ပုဂံခေတ်အလှူရှင်တွေဟာ မိမိတို့အလှူကို ကြာရှည်တည်တံ့ခိုင်မြဲနေစေရန် ကျောက်စာနှင့် မှတ်တမ်းတင်ကြသည်။
2.2, သစ္စာနှင့်ပညာ,ပါရာယနဝတ္ထုဟု အဘယ်ကြောင့်ခေါ်သနည်း။,သံသရာတစ်ဖက်ကမ်းဖြစ်သော နိဗ္ဗာန်သို့သွားရာလမ်းခရီးသဖွယ်ဖြစ်သည့် ကျင့်ဝတ်တို့ကို ညွှန်ပြသောကြောင့် "ပါရာယနဝတ္ထု”ဟုခေါ်သည်။
2.2, သစ္စာနှင့်ပညာ,ပါရာယနဝတ္ထုတွင် မည်သည့်အကြောင်းအရာများ ရေးဖွဲ့ထားသနည်း။,မြတ်စွာဘုရားရှင်လက်ထက်က မြတ်စွာဘုရားပြီးလျှင် အတော်ဆုံး အထူးချွန်ဆုံး "တဒဂ်”ဘွဲ့ရသူမြတ်ရှစ်ဦးအကြောင်းကို ရေးဖွဲ့ထားသည်။
2.2, သစ္စာနှင့်ပညာ,မြန်မာဇာတကဝတ္ထုလောကတွင် ရှေးအကျဆုံးဝတ္ထုကို ဖော်ပြပါ။,ပါရာယနဝတ္ထု
2.2, သစ္စာနှင့်ပညာ,သစ္စာနှင့်ပညာသည် ပါရာယနဝတ္ထုတွင် မည်သည့်အပိုင်းတွင် ပါဝင်သနည်း။,မြတ်စွာဘုရားရှင်က အာဠာဝကဘီလူးအား ဆုံးမခန်းတွင် ပါဝင်သည်။
2.2, သစ္စာနှင့်ပညာ,ပါရာယနဝတ္ထုသည် မည်သည့်ဝတ္ထုမျိုးဖြစ်သနည်း။,ဗုဒ္ဓစာပေဆိုင်ရာဝတ္ထု ဖြစ်သည်။
2.2, သစ္စာနှင့်ပညာ,အင်းဝခေတ်မှာ ထင်ရှားသောစာဆိုများကို ဖော်ပြပါ။,ရှင်မဟာရဋ္ဌသာရ၊ ရှင်အုန်းညို၊ ရှင်မဟာကစ္စည်း၊ ရှင်အဂ္ဂသမာဓိ
2.2, သစ္စာနှင့်ပညာ,အင်းဝခေတ်မှာ ထင်ရှားသောစာဆိုများကို ဖော်ပြပါ။,ပျို့၊ ရတု၊ မော်ကွန်း၊ ဆုံးမစာ၊ ကဗျာလင်္ကာများ။
2.2, သစ္စာနှင့်ပညာ,ရှင်မဟာသီလဝံသရေးသားခဲ့သောစာများကို ဖော်ပြပါ။,ပါရမီတော်ခန်းပျို့၊ ဆုတောင်းခန်းပျို့၊ တောင်းတွင်းလာပျို့၊ ရွှေနန်းကြော့ရှင်နန်းဘွဲ့မော်ကွန်း၊ တံတားဦးတည်မော်ကွန်း၊ ဆုံးမစာ
2.3,ခေတ် ,တင်မောင်မြင့်ကလောင်အမည်က ဘယ်သူလဲ။,သိပ္ပံမောင်ဝ
2.3,ခေတ် ,တခြားကလောင်ခွဲတွေ ရှိပါသလား။,သိပ္ပံကျောင်းသား မောင်မြသွင်၊ ခေတ်စမ်းမောင်၊ ဂုဏ်မက်သူ၊ တင်တင်ထွေး၊ ရန်ကုန်သိမ်းဖေ၊ မောင်လူအေး။
2.3,ခေတ်,အင်္ဂလန်ကို ဘာကြောင့်သွားရတာလဲ။,အိန္ဒိယနိုင်ငံ အိုင်-စီ-အက်စ် စာမေးပွဲအောင်မြင်သဖြင့် အင်္ဂလန်ပြည်သို့ စေလွှတ်ခြင်းခံရသည်။
2.3,ခေတ်,ခေတ်စကားပြေကိုဖတ်ပြီး ဘယ်လိုဗဟုသုတတွေ ရသလဲ။,ခေတ်ဆန်ခြင်း၌ ကောင်းသောခေတ်ဆန်ခြင်းနှင့် ဆိုးသောခေတ်ဆန်ခြင်းနှစ်မျိုးရှိရာ ကောင်းသောခေတ်ဆန်ခြင်းတို့ကိုသာ တီထွင်သင့်ကြောင်း ဗဟုသုတရစေသည်။
2.3,ခေတ်,ကောင်းသောခေတ်ဆန်ခြင်းဆိုတာ ဘယ်လိုဟာတွေလဲ။ ဘာကြောင့်လဲ။,မီးရထား၊ မီးသင်္ဘော၊ ဓာတ်ရထား၊ မော်တော်ကား၊ လေယာဉ်ပျံ စသည်တို့ အသစ်တီထွင်ခြင်းကား ကောင်းသောခေတ်ဆန်ခြင်း၊ အကျိုးရှိသော ခေတ်ဆန်ခြင်းဖြစ်၍ အားပေးတိုက်တွန်းထိုက်ပေသည်။ ခေတ်ဆန်သူတို့ ကျေးဇူးကြောင့်သာ စီးဖူးကြ၊ မြင်ဖူးကြရပေသည်။
2.3,ခေတ်,ခေတ်ဟူသော စကားလုံး၏သြဇာ ဘယ်လောက်ကြီးမားသလဲ။,ခေတ်တည်းဟူသော စက်ကွင်းအတွင်း၌ လူအပေါင်းလည်ပတ်နေကြရသည်။ ယောက်ျား မိန်းမ မည်သူမဆို ခေတ်၏ကျွန်များ ဖြစ်နေကြရသည်။
2.3,ခေတ်,ခေတ်ဆန်ခြင်းအပေါ် လူတွေရဲ့ စိတ်သဘောထားက ဘယ်လိုရှိသလဲ။,ခေတ်ဆန်ခြင်း၊ အသစ်ထွင်ခြင်းကို ကြိုက်လည်းမကြိုက်ကြ။ မကြိုက်ဘဲလည်း မနေနိုင်ကြ။
2.3,ခေတ်,သင်ရော ဘယ်လိုခေတ်ဆန်ခြင်းမျိုးကို နှစ်သက်ပါသလဲ။,ကောင်းသောခေတ်ဆန်ခြင်းကို နှစ်သက်ပါတယ်။
2.4,မလုပ်မစား,ပီမိုးနင်းရဲ့ဇာတာအမည်က ဘယ်သူလဲ။,မောင်ကျော်ညွန့်
2.4,မလုပ်မစား,ပီမိုးနင်းဟာ ပညာ့အလင်းသတင်းစာမှာ ဆောင်းပါးတွေကို ဘယ်အမည်နဲ့ ရေးသလဲ။,ပိုက်ဆံကြီး
2.4,မလုပ်မစား,ပီမိုးနင်းဟာ ဘယ်ဝတ္ထုရှည်ကြီးတွေကို ရေးခဲ့သလဲ။,နေရီရီ၊ ပွဲစားကြီးသားအဖနှင့်မြမြ
2.4,မလုပ်မစား,ပီမိုးနင်းဆိုတဲ့ ကလောင်အမည်ကို ဘယ်လိုရလာသလဲ။,အင်္ဂလိပ်ကျောင်းက အမည် ဖီးလစ် (Phillip) မှ P ကို အဖျားဆွတ်၍ ငယ်မည်မိုးနှင်းနှင့်ပေါင်းစပ်ကာ ပီမိုးနင်းအမည်ကို ခံယူခဲ့သည်။
2.4,မလုပ်မစား,ပီမိုးနင်းဟာ နိုင်ငံရပ်ခြားက ဘယ်ကျောင်းမှာ ပညာဆက်လက်သင်ယူခဲ့သလဲ။,ပြင်သစ်ပြည်၊ ပဲရစ်မြို့တော်မှ ခွဲထားသော သိပ္ပံကျောင်းတွင် ဆက်လက် ပညာသင်ကြားခဲ့သည်။
2.4,မလုပ်မစား,မလုပ်မစားဝတ္ထုတိုမှာ ဘယ်အကြောင်းအရာကို ပညာပေးရေးဖွဲ့ထားသလဲ။,မိမိလုပ်သောအလုပ်နှင့် ထိုက်တန်သည့်အစာကိုမှ စားရမည့်အကြောင်းနှင့် တစ်ပဲတန်လုပ်ပြီး ငါးပြားတန်မစားရန်၊ တစ်မူးတန်လုပ်ရမှ တစ်ပဲတန်စားရမည်ဆိုသည့် အကြောင်းကို အသိပညာပေး ရေးဖွဲ့ထားသည်။
2.4,မလုပ်မစား,ပီမိုးနင်းရဲ့ အတ္ထုပ္ပတ္တိမှ မှတ်မိတဲ့အချက်တစ်ချက်ကို ဖော်ပြပါ။,နော်လိပ်မဂ္ဂဇင်းတွင် အယ်ဒီတာလုပ်ခဲ့ပြီး "ဦးလေပွေ”အမည်ဖြင့် အင်္ဂလိပ်ဆောင်းပါးများ ရေးခဲ့ကြောင်း။
2.4,မလုပ်မစား,မလုပ်မစားဝတ္ထုတိုမှာ ဇာတ်ဆောင်ဘယ်နှစ်ယောက်ပါသလဲ။,ငါးဦး
